Gene,Entrez,Fold change
CLASP2,23122,4.36E-01
SNRNP27,11017,3.54E-01
NCOA7,135112,5.89E-01
KCNA1,3736,-2.79E-01
PIGG,54872,-3.48E-01
VAMP3,9341,-3.11E-01
LOC401317,401317,-1.87E-01
ZNF579,163033,-1.75E-01
MRPS26,64949,4.86E-01
ZBTB20,26137,3.30E-01
GIF,2694,6.07E-01
PSMD9,5715,-2.53E-01
SERPINA5,5104,-2.30E-01
NIPA1,123606,-2.87E-01
TREML5P,221438,-1.40E-01
GNB2,2783,-2.57E-01
QPRT,23475,7.31E-01
GNG10,2790,2.21E-01
HELZ,9931,3.92E-01
DUSP27,92235,1.4
NCOA6,23054,4.01E-01
FIRRE,286467,1.94E-01
ZNF738,148203,7.84E-01
AGMAT,79814,5.71E-01
PSMD2,5708,-2.69E-01
CLEC4D,338339,-1.63E-01
C1orf53,388722,-1.38E-01
ATF7IP2,80063,3.49E-01
HOXA11-AS,221883,-5.55E-01
DMRTB1,63948,-1.58E-01
PARP11,57097,4.24E-01
DPYSL3,1809,-1.18E-01
DYM,54808,4.01E-01
GUCY2D,3000,1.24E-01
EPN2-AS1,100874018,-1.46E-01
RBM5,10181,1.28E-01
LOC202181,202181,2.82E-01
LOC644794,644794,2.68E-01
P2RY13,53829,-4.82E-01
CYP51A1-AS1,613126,-1.13E-01
ALB,213,-1.12E-01
POLR2C,5432,2.99E-01
SAMM50,25813,-4.62E-01
AP1S1,1174,2.81E-01
LOC286272,286272,3.25E-01
STXBP5L,9515,-2.03E-01
METTL15,196074,-1.36E-01
NPIPB3,23117,1.94E-01
AKT1,207,-2.96E-01
STXBP5-AS1,729178,-4.19E-01
ANKRD13B,124930,2.14E-01
AMELY,266,1.20E-01
GSG1,83445,-1.52E-01
PCED1A,64773,4.94E-01
LOC729083,729083,-1.19E-01
DRD2,1813,-1.15E-01
LOC100290070,100290070,-1.21E-01
LOC101927040,101927040,-1.04E-01
LOC100132369,100132369,-1.21E-01
FARS2,10667,1.07E-01
ERI3,79033,3.99E-01
MPI,4351,-4.30E-01
GXYLT2,727936,6.64E-01
IFNK,56832,-1.00E-01
ARPC5,10092,3.06E-01
LINC00710,254312,-9.02E-02
C2orf80,389073,-1.09E-01
SGCA,6442,-5.10E-01
CARD14,79092,1.71E-01
IQCA1,79781,-1.31E-01
MAP7D3,79649,2.32E-01
LOC100129103,100129103,-1.52E-01
CLEC4M,10332,-1.26E-01
LPHN1,22859,-2.65E-01
S100B,6285,-7.37E-01
NRCAM,4897,3.13E-01
PDZRN4,29951,-1.19
FOXM1,2305,7.94E-01
HIST2H2BE,8349,-6.27E-01
CYFIP1,23191,-2.78E-01
MGC45922,284365,1.94E-01
SIL1,64374,-2.96E-01
PFKP,5214,-6.30E-01
FOXE3,2301,-1.30E-01
RNF34,80196,2.21E-01
PIGB,9488,-2.79E-01
ETV1,2115,-1.80E-01
SEMA5B,54437,-1.44E-01
FCGRT,2217,-4.97E-01
ZSCAN31,64288,5.51E-01
LOC100129550,100129550,-4.77E-01
C14orf182,283551,2.32E-01
CXCL14,9547,3.90E-01
FBF1,85302,2.96E-01
APBA2,321,-1.75E-01
SYN3,8224,4.71E-01
SLC8A1,6546,-2.85E-01
LINC01440,102723578,-1.36E-01
SV2A,9900,-3.61E-01
CD58,965,-4.64E-01
OSER1-AS1,100505783,1.58E-01
TNRC6C,57690,-1.23E-01
LOC101927131,101927131,-1.38E-01
IL17D,53342,5.53E-01
TRHDE-AS1,283392,-1.66E-01
ELF2,1998,2.29E-01
EYA3,2140,-1.62E-01
MAGEA6,4105,1.62
ZNF593,51042,4.42E-01
LOC100505812,100505812,-2.87E-01
RGS7,6000,-1.18E-01
ODF2,4957,3.47E-01
ABCA2,20,-1.69E-01
TRIM5,85363,1.19E-01
FAH,2184,5.14E-01
TSR2,90121,3.21E-01
CHURC1,91612,4.22E-01
PSMB2,5690,3.05E-01
TTR,7276,-1.96E-01
ZFYVE16,9765,2.58E-01
H1F0,3005,-6.47E-01
TOM1L1,10040,3.84E-01
NF1,4763,2.16E-01
TBXAS1,6916,4.49E-01
MRPS2,51116,5.27E-01
HIST1H3F,8968,1.33E-01
PPAP2B,8613,-6.03E-01
YBX1,4904,4.31E-01
NPR1,4881,-2.34E-01
IGLV4-3,28786,-2.43E-01
WIPF3,644150,1.20E-01
IGIP,492311,-1.98E-01
TMEM256,254863,-2.91E-01
SLC15A1,6564,-6.00E-01
LMO4,8543,-1.10E-01
TYW5,129450,2.77E-01
RAD51,5888,6.13E-01
HPCAL4,51440,-1.14E-01
FAM3B,54097,1.5
PYY2,23615,-1.68E-01
LMO3,55885,-1.23
THBS2,7058,1.32
MRPL49,740,2.77E-01
ACKR2,1238,-1.05E-01
BLOC1S2,282991,2.82E-01
ENDOG,2021,-5.31E-01
METTL7B,196410,-7.67E-01
SPTLC3,55304,-2.95E-01
ZNF767P,79970,3.35E-01
DNAJB13,374407,-1.74E-01
COL8A1,1295,-1.13E-01
CRYZL1,9946,-3.36E-01
LINC00308,54143,-9.37E-02
CRTC3,64784,-1.49E-01
TEX13A,56157,2.08E-01
ARHGAP24,83478,-1.65E-01
CERCAM,51148,-1.30E-01
ANKRD18A,253650,-4.98E-01
ABCB10,23456,5.57E-01
FAM207A,85395,2.29E-01
LOC340107,340107,-9.03E-02
TMEM200B,399474,-7.60E-01
SFRP4,6424,1
CDCP1,64866,-7.20E-01
IRX5,10265,3.80E-01
LOC101928231,101928231,-1.28E-01
ZNF248,57209,4.34E-01
CLUHP3,100132341,2.96E-01
PRKAA1,5562,4.39E-01
IL22RA1,58985,-6.52E-01
ADORA2A-AS1,646023,1.34E-01
LOC100505811,100505811,-1.08E-01
MDH1B,130752,-1.71E-01
POLR2F,5435,3.61E-01
MAGEA3,4102,1.63
LAMA5,3911,5.66E-01
LOC729324,729324,-1.66E-01
POP4,10775,2.93E-01
LYZ,4069,1.16
SSBP4,170463,3.08E-01
CCDC62,84660,-1.30E-01
CHADL,150356,-2.36E-01
C17orf98,388381,-1.09E-01
ZNF425,155054,-1.50E-01
RAMP2,10266,-2.09E-01
CAMKK1,84254,2.07E-01
SP8,221833,4.32E-01
AGAP2-AS1,100130776,2.77E-01
SPPL3,121665,-2.37E-01
TTLL12,23170,-4.30E-01
SLC35E4,339665,4.39E-01
DUSP15,128853,-2.17E-01
MRGPRX2,117194,-1.46E-01
LOC101928778,101928778,1.37E-01
DEFA4,1669,-1.23E-01
SOX12,6666,4.13E-01
MEIS2,4212,-1.12
PRKCZ,5590,-4.07E-01
SLC30A8,169026,-1.17E-01
COA6,388753,2.71E-01
PAN3-AS1,100288730,8.19E-01
TSPAN17,26262,-2.52E-01
ELMOD3,84173,-1.82E-01
C2CD3,26005,-1.27E-01
ABCG1,9619,4.55E-01
MFGE8,4240,-1.45E-01
C3orf52,79669,-7.07E-01
SLC25A30,253512,-1.32E-01
PICALM,8301,-2.18E-01
EFCAB14,9813,-2.54E-01
FBLN5,10516,-5.92E-01
LINC00664,400680,-8.85E-02
PITRM1,10531,3.13E-01
ZNF10,7556,1.58E-01
CDSN,1041,1.15E-01
CCDC60,160777,-1.35E-01
TRPV4,59341,-1.79E-01
C20orf194,25943,-6.59E-01
IGHE,3497,-2.05E-01
IWS1,55677,1.95E-01
KLHDC1,122773,-3.57E-01
LOC101927066,101927066,-1.02E-01
NUDT12,83594,-5.27E-01
LINC01197,400456,-1.14E-01
TMEM242,729515,2.17E-01
ZNF295-AS1,150142,-1.55E-01
LOC101929123,101929123,-1.03E-01
GPRC5B,51704,-2.09E-01
DCTN5,84516,3.01E-01
TMEM86A,144110,-2.52E-01
PTH1R,5745,-1.13E-01
ARV1,64801,1.79E-01
JMJD1C,221037,1.16E-01
CNTROB,116840,-1.47E-01
LOC100505500,100505500,-1.86E-01
C12orf43,64897,3.24E-01
RPS6KA6,27330,-2.29E-01
RPS6KB2,6199,-3.23E-01
ZNF208,7757,1.12E-01
UBIAD1,29914,2.67E-01
LOC100287005,100287005,-1.16E-01
PRKCA,5578,-7.45E-01
RPA1,6117,4.61E-01
AADAT,51166,3.29E-01
COPE,11316,-3.61E-01
LINC01137,728431,-3.27E-01
C7orf34,135927,-1.01E-01
CFAP43,80217,-1.05E-01
TRIM8,81603,-1.43E-01
KIAA1919,91749,-3.93E-01
LOC100128288,100128288,-1.70E-01
UNC13C,440279,-1.10E-01
OTUD5,55593,1.32E-01
GLP1R,2740,-1.41E-01
C14orf64,161454,-1.82E-01
SF3B2,10992,2.15E-01
CD38,952,-2.47E-01
HIST1H2BC,8347,-3.53E-01
SLC37A3,84255,3.52E-01
LOC646509,646509,-2.10E-01
PSMD4,5710,3.62E-01
FBXL17,64839,-2.08E-01
LOC100507652,100507652,-1.68E-01
DYDC1,143241,-7.47E-02
CD74,972,-1.63E-01
RLN1,6013,1.67E-01
PTRF,284119,-7.22E-01
C17orf104,284071,-1.04E-01
LINC01312,154089,1.06E-01
CCDC115,84317,2.16E-01
LCN15,389812,5.27E-01
GABRA2,2555,6.89E-01
USH1G,124590,-1.29E-01
DPPA5P4,646701,-1.24E-01
WFDC13,164237,-1.36E-01
LOC100505570,100505570,-1.80E-01
FUT2,2524,-7.06E-01
CCNA1,8900,-1.07E-01
FCGR3B,2215,7.65E-01
REG1A,5967,9.60E-01
ST7-AS2,93654,-1.06E-01
GTF2A2,2958,-2.83E-01
MYOM3,127294,4.19E-01
TEKT1,83659,-1.22E-01
PTOV1,53635,-2.93E-01
ACTL10,170487,4.21E-01
IL22RA2,116379,-1.33E-01
CEP128,145508,1.66E-01
ANKRD37,353322,-1.27E-01
RBP5,83758,-2.35E-01
NACC1,112939,-2.16E-01
LOC100996624,100996624,-8.93E-02
SLC40A1,30061,3.38E-01
DNAI2,64446,-1.44E-01
MICU3,286097,-7.92E-01
DEXI,28955,4.11E-01
LOC101927543,101927543,-1.21E-01
TEAD3,7005,-4.05E-01
ZNF497,162968,-1.79E-01
SRGN,5552,-6.92E-01
EGOT,100126791,3.51E-01
CRISP2,7180,-1.13E-01
SDHB,6390,-4.42E-01
CNOT7,29883,4.09E-01
NEAT1,283131,-4.87E-01
SARS,6301,4.43E-01
EDDM3B,64184,-1.12E-01
IFI44,10561,3.93E-01
CDCA8,55143,6.37E-01
CDK10,8558,3.75E-01
CDH11,1009,5.17E-01
TANK,10010,-2.87E-01
APOC3,345,-1.53E-01
EMR3,84658,1.15E-01
CTTNBP2NL,55917,-3.21E-01
LRRC57,255252,2.65E-01
ZNF829,374899,-2.13E-01
DCAF12L2,340578,-1.69E-01
WIPF1,7456,-1.53E-01
SLC22A17,51310,-4.78E-01
NR4A1,3164,-4.90E-01
LIPE,3991,-1.25E-01
THNSL2,55258,3.78E-01
AKAP14,158798,-9.49E-02
BHLHB9,80823,3.32E-01
GSE1,23199,3.73E-01
KIAA0087,9808,-1.34E-01
UTF1,8433,-1.37E-01
EFHB,151651,-9.76E-02
LOC100509635,100509635,-7.42E-01
SNPH,9751,-1.73E-01
AGER,177,-1.86E-01
RAD9A,5883,-3.15E-01
ELL,8178,-1.57E-01
UBB,7314,-2.25E-01
FOXN3,1112,-5.04E-01
LHX2,9355,-1.38E-01
EMC4,51234,4.66E-01
SMOC1,64093,2.32E-01
PDXDC1,23042,-3.30E-01
DNAJC21,134218,2.30E-01
DNHD1,144132,-2.53E-01
SNX4,8723,-2.65E-01
XPO6,23214,1.60E-01
TGFBR1,7046,5.25E-01
TRIM45,80263,2.94E-01
AKT1S1,84335,-1.57E-01
SRP19,6728,2.84E-01
SKIL,6498,-1.30E-01
CLDN11,5010,-1.14
LYSMD2,256586,5.14E-01
C1orf106,55765,-8.36E-01
PDLIM4,8572,-1.27E-01
TMEM50A,23585,-2.63E-01
DLL1,28514,-5.88E-01
DIRAS2,54769,-2.85E-01
SLC10A4,201780,-4.50E-01
ATG2B,55102,1.66E-01
SHMT1,6470,2.22E-01
ADAT1,23536,3.11E-01
SPATA32,124783,-1.84E-01
TARDBP,23435,4.24E-01
CLYBL-AS2,100874063,-9.88E-02
CGNL1,84952,-6.46E-01
TPO,7173,-2.68E-01
SPATA12,353324,1.22E-01
LIMCH1,22998,-7.06E-01
MRPL10,124995,4.20E-01
ACTRT3,84517,2.20E-01
LOC100507477,100507477,-1.08E-01
COQ5,84274,2.53E-01
KHNYN,23351,-2.67E-01
POC1A,25886,2.79E-01
OTC,5009,-4.77E-01
MPZL3,196264,-5.88E-01
KIAA1456,57604,1.20E-01
CYP4A11,1579,-1.68E-01
EPB41L5,57669,1.59E-01
C19orf33,64073,-1.03
PCDHGC4,56098,-1.24E-01
CSAD,51380,2.41E-01
CRLF3,51379,-4.46E-01
BDNF,627,-1.36E-01
PRH1,5554,-1.98E-01
ADCK5,203054,3.25E-01
TPPP,11076,-7.16E-01
PCDHB6,56130,1.48E-01
SEMA6B,10501,-1.71E-01
NPR2,4882,-2.49E-01
LINC01330,646168,1.88E-01
OAS3,4940,4.45E-01
ART1,417,1.49E-01
ARRDC3,57561,5.35E-01
TARSL2,123283,4.97E-01
ENTPD1-AS1,728558,-1.16E-01
SLC30A3,7781,-1.37E-01
DPP6,1804,-1.17
COPA,1314,-1.93E-01
ZNF544,27300,4.08E-01
PALM,5064,-4.21E-01
SLC6A13,6540,-1.65E-01
LOC148413,148413,1.37E-01
FAM181A-AS1,283592,-1.38E-01
C7orf26,79034,-1.46E-01
TMEM178B,100507421,-1.61E-01
LOC100288294,100288294,-1.05E-01
CALB2,794,-4.62E-01
SLC6A9,6536,-1.49E-01
OK/SW-CL.36,100131077,-1.53E-01
TMIE,259236,-1.26E-01
ASB2,51676,-6.98E-01
PRDM12,59335,-1.82E-01
PLA2G1B,5319,-1.05E-01
GDF5,8200,-1.68E-01
PRPH2,5961,-2.16E-01
MACF1,23499,-3.41E-01
CARM1,10498,-2.71E-01
UGT1A,7361,-1.33E-01
MROH7,374977,-2.40E-01
TMEM160,54958,3.81E-01
RAC1,5879,-1.43E-01
ACADL,33,-1.22E-01
PRND,23627,-1.56E-01
FNDC5,252995,-1.84E-01
LAT2,7462,-3.10E-01
ADARB2,105,-1.88E-01
CRB2,286204,1.22E-01
KXD1,79036,1.59E-01
ZNF76,7629,1.47E-01
KLF3-AS1,79667,3.42E-01
LOC101929717,101929717,-1.18E-01
TERF2,7014,1.37E-01
ADAM32,203102,2.95E-01
ODF3L1,161753,-2.49E-01
KIAA0556,23247,-2.44E-01
ZNF189,7743,3.05E-01
PIK3IP1-AS1,101929760,2.28E-01
SLC39A4,55630,6.16E-01
MIR137HG,400765,-7.88E-02
LOC101929297,101929297,-1.43E-01
DNAJC7,7266,4.35E-01
ARAP2,116984,-4.54E-01
UFC1,51506,2.53E-01
SRCIN1,80725,-1.60E-01
DNAJC8,22826,-2.46E-01
GSDMB,55876,-4.51E-01
SLC12A4,6560,1.60E-01
LOC283485,283485,-1.32E-01
ZNF585B,92285,-1.22E-01
OR1J4,26219,-1.34E-01
KIAA0895L,653319,-3.78E-01
NCR1,9437,-1.43E-01
HEATR3,55027,3.85E-01
DKFZP547J0410,26107,-1.04E-01
FAM57A,79850,5.96E-01
FDX1,2230,-3.66E-01
ZBTB11-AS1,100009676,-1.02E-01
NRM,11270,2.18E-01
LOC100289550,100289550,4.13E-01
LINC01393,102724386,-9.25E-02
GIMAP4,55303,-4.16E-01
UNC5D,137970,-1.86E-01
MLLT1,4298,2.32E-01
R3HDM4,91300,-2.03E-01
LINC00313,114038,-1.36E-01
NPVF,64111,-1.58E-01
ZNF419,79744,2.85E-01
TTBK1,84630,-1.47E-01
TAB3,257397,3.68E-01
MYO16,23026,-1.18E-01
CCDC151,115948,-1.20E-01
APOL1,8542,4.91E-01
CD84,8832,-5.41E-01
SNX1,6642,-3.30E-01
CNOT2,4848,1.76E-01
MEP1A,4224,-1.24
PLAUR,5329,-6.52E-01
DDN,23109,1.70E-01
FAM201A,158228,4.66E-01
ALOX5,240,2.92E-01
VIPAS39,63894,2.08E-01
RGCC,28984,1.07
CBLC,23624,-1.32E-01
CATSPER2,117155,-3.48E-01
RTF1,23168,3.18E-01
ZNF705G,100131980,1.14E-01
FKBP15,23307,1.39E-01
KCNJ2,3759,9.00E-01
MMP25,64386,-1.72E-01
LRR1,122769,4.48E-01
MGST1,4257,9.24E-02
GEN1,348654,4.84E-01
PPP1R9A,55607,-1.02
GPR6,2830,-1.24E-01
CADM1,23705,-8.00E-01
CDRT15,146822,1.33E-01
GPN2,54707,-4.20E-01
ADRA2A,150,-1.02
LOC100130872,100130872,-2.11E-01
FKBP7,51661,5.14E-01
FAM122C,159091,2.10E-01
USP32,84669,1.97E-01
PRB3,5544,1.35E-01
SLC12A3,6559,-1.48E-01
SLC26A4,5172,-1.27E-01
SKA1,220134,1.95E-01
DENND6A,201627,3.08E-01
MAP2K5,5607,-2.16E-01
LOC100506834,100506834,-2.64E-01
HCG4,54435,-3.76E-01
KRTAP11-1,337880,-1.46E-01
FOXD3,27022,-3.38E-01
GUSBP4,375513,2.55E-01
UNC13A,23025,2.22E-01
CNR2,1269,-1.32E-01
KIAA1211L,343990,1.96E-01
C1orf192,257177,-1.46E-01
NUDT9P1,119369,-9.17E-02
G6PC2,57818,-1.40E-01
RARB,5915,1.04E-01
KIDINS220,57498,-3.24E-01
BAMBI,25805,1.06
CAMSAP2,23271,5.29E-01
LINC00982,440556,-1.23E-01
C14orf81,153514,-8.83E-02
PALLD,23022,-7.94E-01
HS3ST1,9957,4.75E-01
MAB21L1,4081,-3.91E-01
SPECC1L-ADORA2A,101730217,-1.86E-01
TAX1BP1,8887,3.08E-01
CTSV,1515,6.85E-01
ZSWIM7,125150,-4.01E-01
OTOGL,283310,-1.05E-01
SOX6,55553,-9.86E-02
YPEL4,219539,-1.96E-01
LINC00628,127841,-1.70E-01
GFM2,84340,2.92E-01
COQ9,57017,-3.18E-01
CCDC130,81576,-1.84E-01
OR13C4,138804,1.22E-01
HN1,51155,-7.46E-01
KIRREL3-AS3,283165,-1.23E-01
ZNF254,9534,2.99E-01
EXOSC6,118460,2.37E-01
MIR205HG,642587,-1.27E-01
TAZ,6901,1.92E-01
ACBD3,64746,3.66E-01
WDR91,29062,1.61E-01
SRRM4,84530,1.70E-01
LYL1,4066,-2.71E-01
EPS8L3,79574,-7.87E-01
ETAA1,54465,2.39E-01
LLGL1,3996,-2.56E-01
UBE2K,3093,-3.38E-01
FBXO28,23219,3.79E-01
BNC1,646,-7.74E-02
FOXA3,3171,-8.17E-01
SRCAP,10847,-1.64E-01
TMEM62,80021,-9.74E-02
LOC101928731,101928731,-5.63E-01
ASAP1-IT2,100507117,1.45E-01
PTPRS,5802,-5.82E-01
WDR60,55112,2.67E-01
SCRN1,9805,9.90E-01
CSPG4,1464,-4.07E-01
GFRA2,2675,-1.67E-01
ZBTB20-AS1,100131117,-1.47E-01
NRIP1,8204,-3.79E-01
GOLGA8A,23015,4.27E-01
GALNT16,57452,-4.24E-01
LINC00668,400643,3.45E-01
DVL1,1855,-2.90E-01
NEIL1,79661,-2.53E-01
PSMC5,5705,-2.54E-01
LOC101927314,101927314,-9.26E-02
SUPT7L,9913,2.50E-01
LOC100507397,100507397,-1.18E-01
RAB11FIP1,80223,-7.38E-01
LOC100506162,100506162,4.62E-01
TMED1,11018,2.35E-01
GABRG1,2565,-8.82E-02
PDE3B,5140,-1.48E-01
DNAAF1,123872,-1.20E-01
SPTY2D1,144108,3.56E-01
LINC01192,647107,-1.46E-01
CNTNAP5,129684,-1.24E-01
PLXDC2,84898,-5.38E-01
SPTLC2,9517,3.32E-01
MPDU1,9526,-4.09E-01
PCYOX1L,78991,4.61E-01
SGSM2,9905,-3.66E-01
LINC00290,728081,-1.21E-01
C10orf82,143379,3.64E-01
ZNF284,342909,2.62E-01
IFNG,3458,1.99E-01
LOC100289049,100289049,3.87E-01
KCNK7,10089,-1.34E-01
GLDC,2731,5.29E-01
HS3ST4,9951,4.92E-01
KRT7,3855,-1.23E-01
UGT1A6,54578,-1.14E-01
FLG-AS1,339400,-1.28E-01
PECAM1,5175,-7.73E-01
NUDT9,53343,-3.35E-01
MTTP,4547,8.27E-01
DNPH1,10591,3.04E-01
C14orf39,317761,-7.85E-02
ANKRD30BP2,149992,-1.13E-01
COX1,4512,-1.08E-01
LINC01105,150622,-1.07E-01
DIAPH2-AS1,10824,-1.35E-01
IGLV@,3546,-1.52E-01
Sep-12,124404,-1.63E-01
CTBS,1486,-2.78E-01
GPR125,166647,-3.61E-01
HES1,3280,3.68E-01
TEC,7006,-1.88E-01
RBFOX3,146713,-7.15E-01
BNC2,54796,-1.33E-01
BZRAP1,9256,7.21E-01
LRRTM1,347730,-2.28E-01
C11orf85,283129,-1.33E-01
AADACL2,344752,-2.28E-01
NLRC4,58484,-1.29E-01
COL15A1,1306,1.12
ZDHHC14,79683,-2.76E-01
DMRTA1,63951,-1.43E-01
VWA1,64856,-1.58E-01
CCDC121,79635,1.57E-01
KIR2DL5A,57292,-2.03E-01
HIRIP3,8479,3.39E-01
BNIP1,662,-2.72E-01
TBL1X,6907,5.95E-01
MGC27382,149047,-9.34E-02
PVRL1,5818,-1.41E-01
CFAP221,200373,-1.21E-01
TXLNA,200081,-1.16E-01
ANP32C,23520,1.15E-01
IKBKB,3551,2.10E-01
KRT33B,3884,-1.30E-01
CTGF,1490,-8.05E-01
LOC100128343,100128343,-1.14E-01
GSC2,2928,-1.01E-01
TAS2R13,50838,-1.10E-01
FOXR2,139628,-9.98E-02
LRRC46,90506,1.45E-01
IGSF6,10261,6.29E-01
IFT172,26160,3.85E-01
TMEM147,10430,3.58E-01
NANOS1,340719,2.97E-01
STAG1,10274,-2.51E-01
SERPINA10,51156,2.27E-01
TFEC,22797,-8.40E-02
RUNX1T1,862,-2.90E-01
EDN2,1907,-2.18E-01
ARL15,54622,-2.97E-01
CFLAR-AS1,65072,-1.12E-01
PER3,8863,-7.68E-01
IFIT3,3437,7.97E-01
TDRD6,221400,2.87E-01
VSTM4,196740,-3.41E-01
FAIM2,23017,-1.44E-01
TRPV3,162514,-1.20E-01
MMD2,221938,-1.25E-01
ODAM,54959,6.59E-01
ARFGAP2,84364,-2.70E-01
CFAP54,144535,-8.71E-02
DDX24,57062,3.07E-01
PIP5K1A,8394,1.57E-01
CLEC18A,348174,-2.02E-01
KIAA0101,9768,8.97E-01
SHANK1,50944,-1.46E-01
SRSF6,6431,3.70E-01
BMS1P6,642826,-1.58E-01
NXN,64359,-9.55E-01
PSMD11,5717,3.28E-01
POM121L12,285877,-1.53E-01
VENTXP1,139538,-9.06E-02
PCDHGC3,5098,-9.33E-02
MXD4,10608,-2.35E-01
MRGPRX1,259249,-1.08E-01
UCP3,7352,-1.29E-01
TRIP11,9321,-3.86E-01
C11orf84,144097,1.73E-01
SLC9B1,150159,-8.78E-02
TMC4,147798,-6.26E-01
CPA1,1357,-9.74E-02
LRRCC1,85444,3.60E-01
FANCE,2178,2.70E-01
NAB1,4664,-3.78E-01
ZNF385A,25946,1.70E-01
CCS,9973,-2.24E-01
KCNJ1,3758,-1.17E-01
DBT,1629,1.52E-01
NEK4,6787,3.96E-01
RBM4B,83759,3.53E-01
MCPH1,79648,3.65E-01
IGKV1D-8,28904,-1.44E-01
CHD1L,9557,1.50E-01
ZNF501,115560,-1.18E-01
ATG2A,23130,-2.68E-01
ZNF646,9726,1.69E-01
SMIM2,79024,-8.98E-02
C8orf88,100127983,-8.51E-01
PPY,5539,-1.51E-01
ADAMTS17,170691,1.23E-01
ARFGAP1,55738,2.10E-01
DMBX1,127343,7.88E-02
TRAF3IP1,26146,4.57E-01
SLC9C2,284525,-7.73E-02
NDUFB7,4713,-3.93E-01
BSN,8927,-2.19E-01
IPO5P1,100132815,-1.68E-01
DUSP10,11221,2.60E-01
RTN4IP1,84816,4.51E-01
XXYLT1,152002,2.70E-01
STK24,8428,-4.02E-01
GPR137C,283554,-1.27E-01
IQGAP3,128239,1.14E-01
C4orf47,441054,1.66E-01
LOC101927616,101927616,-8.62E-02
JADE1,79960,-2.93E-01
PIK3R2,5296,2.43E-01
OPTC,26254,-1.79E-01
SRRT,51593,2.25E-01
BVES,11149,-7.63E-01
LOC100132460,100132460,-1.15E-01
TLE6,79816,-1.33E-01
PI16,221476,-1.80E-01
KCNQ5,56479,-2.91E-01
FGF7,2252,-3.66E-01
CATR1,856,-8.69E-02
IFT122,55764,3.29E-01
CPXM2,119587,-7.71E-01
COL5A3,50509,-1.64E-01
PM20D1,148811,-1.38E-01
TRIM72,493829,5.09E-01
HID1,283987,-2.22E-01
IDH2,3418,-5.09E-01
LOC101929662,101929662,-1.26E-01
MYH4,4622,5.59E-01
TIGD7,91151,2.23E-01
PIP4K2A,5305,3.48E-01
NCEH1,57552,-7.08E-01
ITFG3,83986,-3.29E-01
MMP2,4313,-1.09E-01
RAB34,83871,-8.24E-01
TEX2,55852,2.90E-01
TMEM161B,153396,3.14E-01
QARS,5859,2.53E-01
SSX5,6758,-1.38E-01
KIAA1467,57613,-1.14E-01
CSRP2BP,57325,1.37E-01
SLC22A12,116085,1.85E-01
LOC100506037,100506037,9.71E-02
TAF5L,27097,3.32E-01
BLVRA,644,-1.94E-01
TBC1D2,55357,-3.93E-01
S100A3,6274,6.85E-01
SNHG5,387066,8.53E-01
LOC100130911,100130911,-8.70E-02
S1PR3,1903,-7.29E-01
SLC8A1-AS1,100128590,-1.04E-01
SIGLEC10,89790,-3.24E-01
PITPNA-AS1,100306951,2.50E-01
C1QTNF9,338872,-1.07E-01
COPB1,1315,-1.72E-01
DNMBP,23268,2.21E-01
AFMID,125061,1.80E-01
MILR1,284021,-1.40E-01
DIO3,1735,2.52E-01
PAK6,56924,4.36E-01
MIR100HG,399959,-9.11E-01
LRRC7,57554,-9.99E-02
REXO1L1P,254958,1.07E-01
KCNMB1,3779,-8.87E-01
PBRM1,55193,2.09E-01
FLJ41757,440862,1.26E-01
LOC100131262,100131262,6.57E-01
PRPF40B,25766,2.03E-01
LOC100288745,100288745,-1.05E-01
TCTN3,26123,2.00E-01
CTH,1491,-7.71E-01
LAP3,51056,3.94E-01
C16orf59,80178,2.48E-01
ISYNA1,51477,-1.42E-01
NUP50,10762,-3.86E-01
DHRS7B,25979,-4.77E-01
GALT,2592,1.50E-01
CRCT1,54544,-1.13E-01
BCL2L14,79370,1.38E-01
ZRSR2,8233,3.45E-01
DLGAP2,9228,-1.31E-01
RRP36,88745,4.37E-01
LINC00992,728342,-6.89E-01
NEUROD1,4760,-1.46E-01
MS4A7,58475,-8.83E-01
BCAT1,586,1.45E-01
NLRP1,22861,-2.46E-01
H2AFZ,3015,3.95E-01
PSMB8-AS1,100507463,1.25E-01
CLUH,23277,-3.08E-01
CTCF,10664,1.67E-01
SRD5A3,79644,3.15E-01
VTA1,51534,2.60E-01
IGFBP5,3488,-4.03E-01
HS3ST6,64711,-2.53E-01
CCDC88A,55704,-6.42E-01
C17orf89,284184,2.63E-01
POLN,353497,-1.13E-01
FGF13-AS1,100129662,-1.28E-01
KIF13A,63971,-3.06E-01
KIAA1656,85371,1.72E-01
LURAP1,541468,-1.63E-01
CXCR3,2833,2.05E-01
MGAT4C,25834,-9.53E-02
RPS19BP1,91582,-1.99E-01
MRPL20,55052,-2.58E-01
C17orf100,388327,2.20E-01
RIT2,6014,-1.17E-01
LINC00894,100272228,2.04E-01
IMMT,10989,-3.19E-01
FLNC,2318,-8.29E-01
FRMD7,90167,-9.31E-02
CLDN16,10686,-1.17E-01
CRIM1,51232,-2.62E-01
CFL2,1073,-1.01
CRIPAK,285464,-1.64E-01
CLASP1,23332,2.18E-01
UBALD2,283991,1.74E-01
ZBED3-AS1,728723,-8.86E-02
FLJ45482,645566,4.11E-01
C9orf16,79095,3.88E-01
LGALS13,29124,-1.19E-01
TCEAL2,140597,-1.21
